Gender,Education,Heights,Spiders,Snakes,Fear of public speaking,Ageing,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls
male,secondary school,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid,tried smoking,social drinker,2.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,1,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,3,2.0,2,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0
female,college/bachelor degree,Afraid,Afraid,Afraid,Not afraid,Afraid,current smoker,social drinker,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,2,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,2,2.0,3,1.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0
female,primary school,Not afraid,Afraid,Afraid,Afraid,Afraid,never smoked,never,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1,1.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,3,1.0,2,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0
female,secondary school,Not afraid,Afraid,Not afraid,Neutral,Not afraid,former smoker,social drinker,3.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,1,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2,1.0,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0
female,secondary school,Neutral,Afraid,Neutral,Neutral,Not afraid,former smoker,social drinker,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2,2.0,2,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0
male,college/bachelor degree,Afraid,Not afraid,Neutral,Neutral,Not afraid,current smoker,drink a lot,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3,1.0,3,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0
female,secondary school,Not afraid,Not afraid,Not afraid,Not afraid,Neutral,tried smoking,social drinker,3.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,1,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2,2.0,3,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0
female,college/bachelor degree,Not afraid,Afraid,Neutral,Neutral,Not afraid,never smoked,social drinker,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,2,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2,3.0,2,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0
female,secondary school,Afraid,Not afraid,Afraid,Neutral,Neutral,tried smoking,social drinker,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,1,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3,1.0,3,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0
female,secondary school,Neutral,Not afraid,Afraid,Neutral,Not afraid,tried smoking,social drinker,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,1,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3,1.0,2,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0
female,secondary school,Not afraid,Afraid,Afraid,Afraid,Neutral,tried smoking,social drinker,3.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2,1.0,2,1.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0
female,masters degree,Not afraid,Afraid,Afraid,Afraid,Neutral,never smoked,social drinker,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3,1.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3,2.0,3,1.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0
female,college/bachelor degree,Not afraid,Not afraid,Not afraid,Afraid,Not afraid,former smoker,social drinker,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,1,3.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2,3.0,3,1.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0
male,secondary school,Neutral,Not afraid,Afraid,Neutral,Not afraid,current smoker,drink a lot,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3,1.0,3,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0
male,secondary school,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid,former smoker,drink a lot,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,1,1.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,2,1.0,2,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0
female,college/bachelor degree,Not afraid,Afraid,Neutral,Not afraid,Not afraid,tried smoking,social drinker,3.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3,2.0,3,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0
male,college/bachelor degree,Not afraid,Not afraid,Not afraid,Not afraid,Afraid,never smoked,social drinker,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,2,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,3,1.0,3,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0
male,secondary school,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid,tried smoking,social drinker,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,1,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2,1.0,2,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0
male,secondary school,Not afraid,Not afraid,Not afraid,Neutral,Not afraid,never smoked,drink a lot,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,2,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2,1.0,2,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0
male,college/bachelor degree,Neutral,Afraid,Afraid,Not afraid,Neutral,never smoked,social drinker,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1,2.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2,1.0,2,2.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0
male,secondary school,Not afraid,Not afraid,Not afraid,Neutral,Not afraid,former smoker,drink a lot,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,1,1.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,3,1.0,2,1.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0
female,secondary school,Not afraid,Not afraid,Not afraid,Neutral,Neutral,former smoker,social drinker,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1,2.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3,1.0,3,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0
male,primary school,Not afraid,Not afraid,Neutral,Afraid,Afraid,tried smoking,drink a lot,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,1,1.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2,1.0,2,1.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0
female,masters degree,Not afraid,Afraid,Afraid,Not afraid,Neutral,former smoker,social drinker,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2,2.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,3,3.0,2,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0
female,secondary school,Not afraid,Not afraid,Not afraid,Afraid,Not afraid,tried smoking,drink a lot,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2,1.0,2,1.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0
female,secondary school,Neutral,Not afraid,Neutral,Not afraid,Neutral,tried smoking,social drinker,2.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,3,1.0,3,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0
male,secondary school,Neutral,Not afraid,Neutral,Neutral,Not afraid,tried smoking,social drinker,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1.0,1,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0
male,secondary school,Not afraid,Not afraid,Not afraid,Neutral,Neutral,never smoked,social drinker,1.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2,2.0,2,1.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0
female,secondary school,Neutral,Neutral,Not afraid,Not afraid,Not afraid,former smoker,social drinker,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1,1.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,2,2.0,2,2.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0
male,secondary school,Neutral,Not afraid,Afraid,Not afraid,Not afraid,never smoked,social drinker,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1,1.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,2,1.0,2,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0
female,secondary school,Not afraid,Not afraid,Not afraid,Not afraid,Afraid,former smoker,drink a lot,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,1,1.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,2,1.0,2,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0
male,college/bachelor degree,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid,former smoker,social drinker,3.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,1,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2,2.0,1,1.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0
male,secondary school,Not afraid,Not afraid,Neutral,Not afraid,Not afraid,current smoker,drink a lot,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,3,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3,2.0,3,3.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0
female,college/bachelor degree,Not afraid,Afraid,Neutral,Not afraid,Afraid,current smoker,drink a lot,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,1,1.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2,1.0,3,1.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0
male,masters degree,Not afraid,Not afraid,Neutral,Neutral,Afraid,tried smoking,drink a lot,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1,1.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,2,1.0,3,3.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
female,secondary school,Neutral,Afraid,Afraid,Not afraid,Not afraid,tried smoking,social drinker,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2,1.0,3,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0
male,college/bachelor degree,Afraid,Afraid,Afraid,Not afraid,Afraid,current smoker,social drinker,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1,1.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,1,3.0,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0
female,secondary school,Not afraid,Neutral,Afraid,Not afraid,Not afraid,tried smoking,social drinker,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,2,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3,1.0,3,1.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0
male,masters degree,Afraid,Not afraid,Not afraid,Neutral,Afraid,former smoker,drink a lot,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,2,2.0,3,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
male,secondary school,Neutral,Neutral,Neutral,Neutral,Neutral,former smoker,social drinker,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,2,2.0,1,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0
male,masters degree,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid,tried smoking,social drinker,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3,1.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,2,3.0,3,3.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0
male,secondary school,Neutral,Not afraid,Not afraid,Not afraid,Not afraid,current smoker,social drinker,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,1,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2,1.0,2,3.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0
female,primary school,Neutral,Afraid,Afraid,Afraid,Not afraid,tried smoking,social drinker,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2,1.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3,1.0,2,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0
female,secondary school,Neutral,Afraid,Afraid,Neutral,Afraid,never smoked,social drinker,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,1,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3,1.0,2,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0
male,college/bachelor degree,Neutral,Not afraid,Neutral,Neutral,Not afraid,tried smoking,social drinker,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,1,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3,2.0,1,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0
female,college/bachelor degree,Afraid,Not afraid,Afraid,Afraid,Neutral,former smoker,social drinker,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3,2.0,1,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0
female,college/bachelor degree,Afraid,Afraid,Afraid,Afraid,Afraid,tried smoking,social drinker,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,1,3.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2,3.0,3,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0
female,secondary school,Not afraid,Not afraid,Afraid,Neutral,Afraid,current smoker,social drinker,1.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2,1.0,3,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0
male,secondary school,Not afraid,Not afraid,Not afraid,Neutral,Neutral,tried smoking,never,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,3,3.0,2,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0
male,college/bachelor degree,Not afraid,Afraid,Afraid,Not afraid,Not afraid,tried smoking,social drinker,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2,1.0,3,1.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0
female,secondary school,Afraid,Neutral,Afraid,Afraid,Not afraid,never smoked,social drinker,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,1,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3,1.0,2,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0
female,college/bachelor degree,Neutral,Neutral,Afraid,Neutral,Afraid,tried smoking,social drinker,2.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3,1.0,3,1.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0
